Order ID,Sample ID,Matrix,Test,Mark,Invoice ID,Price,Site,Cust. Samp ID,Date Collected,customer_id
2023011501,2023011501-01,MQ,DOC,FALSE,,4.19,Method blank,,01-16-2023,Blanks
2023011501,2023011501-01,MQ,Part P,FALSE,,11.71,Method blank,,01-16-2023,Blanks
2023011501,2023011501-01,MQ,Anions,FALSE,,19.28,Method blank,,01-16-2023,Blanks
2023011501,2023011501-01,MQ,Part C/N,FALSE,,17.78,Method blank,,01-16-2023,Blanks
2023011501,2023011501-01,MQ,Cations,FALSE,,16.75,Method blank,,01-16-2023,Blanks
2023011502,2023011502-01,Lake Water,Anions,FALSE,,19.28,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,Phytoplankton taxonomy,FALSE,,135,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,Part P,FALSE,,13.84,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,Cations,FALSE,,16.07,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,Part C/N,FALSE,,18.19,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,DOC,FALSE,,4.19,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,Alk,FALSE,,4.31,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,Absorbance scan,FALSE,,4.76,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,Filtration,FALSE,,6.16,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,NO2,FALSE,,6.22,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,NO3,FALSE,,6.3,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,NH3,FALSE,,6.85,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,pH,FALSE,,7.24,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,SRSi,FALSE,,8.09,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,TDP,FALSE,,8.54,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,TDN,FALSE,,8.94,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,DIC,FALSE,,9.46,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-01,Lake Water,Chla,FALSE,,11.44,239 LA CB 1m,,01-16-2023,LTER
2023011502,2023011502-02,Lake Water,pH,FALSE,,7.24,239 LA CB Meta,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,pH,FALSE,,7.24,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,SRSi,FALSE,,8.09,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,TDP,FALSE,,8.54,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,Chla,FALSE,,11.44,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,DIC,FALSE,,9.46,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,TDN,FALSE,,8.94,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,NH3,FALSE,,6.85,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,NO3,FALSE,,6.3,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,NO2,FALSE,,6.22,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,Filtration,FALSE,,6.16,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,Absorbance scan,FALSE,,4.76,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,Alk,FALSE,,4.31,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,DOC,FALSE,,4.19,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,Part C/N,FALSE,,18.19,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,Cations,FALSE,,16.07,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,Part P,FALSE,,13.84,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-03,Lake Water,Anions,FALSE,,19.28,239 LA CB 5m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,Anions,FALSE,,19.28,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,Part P,FALSE,,13.84,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,Cations,FALSE,,16.07,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,Part C/N,FALSE,,18.19,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,DOC,FALSE,,4.19,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,Alk,FALSE,,4.31,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,Absorbance scan,FALSE,,4.76,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,Filtration,FALSE,,6.16,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,NO2,FALSE,,6.22,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,NO3,FALSE,,6.3,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,NH3,FALSE,,6.85,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,TDN,FALSE,,8.94,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,DIC,FALSE,,9.46,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,Chla,FALSE,,11.44,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,TDP,FALSE,,8.54,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,SRSi,FALSE,,8.09,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-04,Lake Water,pH,FALSE,,7.24,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,pH,FALSE,,7.24,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,SRSi,FALSE,,8.09,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,TDP,FALSE,,8.54,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,Chla,FALSE,,11.44,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,DIC,FALSE,,9.46,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,TDN,FALSE,,8.94,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,NH3,FALSE,,6.85,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,NO3,FALSE,,6.3,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,NO2,FALSE,,6.22,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,Filtration,FALSE,,6.16,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,Absorbance scan,FALSE,,4.76,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,Alk,FALSE,,4.31,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,DOC,FALSE,,4.19,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,Part C/N,FALSE,,18.19,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,Cations,FALSE,,16.07,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,Part P,FALSE,,13.84,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-05,Lake Water,Anions,FALSE,,19.28,239 LA CB 15m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,Anions,FALSE,,19.28,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,Part P,FALSE,,13.84,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,Cations,FALSE,,16.07,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,Part C/N,FALSE,,18.19,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,DOC,FALSE,,4.19,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,Alk,FALSE,,4.31,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,Absorbance scan,FALSE,,4.76,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,Filtration,FALSE,,6.16,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,NO2,FALSE,,6.22,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,NO3,FALSE,,6.3,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,NH3,FALSE,,6.85,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,TDN,FALSE,,8.94,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,DIC,FALSE,,9.46,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,Chla,FALSE,,11.44,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,TDP,FALSE,,8.54,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,SRSi,FALSE,,8.09,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-06,Lake Water,pH,FALSE,,7.24,239 LA CB 20m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,pH,FALSE,,7.24,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,SRSi,FALSE,,8.09,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,TDP,FALSE,,8.54,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,Chla,FALSE,,11.44,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,DIC,FALSE,,9.46,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,TDN,FALSE,,8.94,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,NH3,FALSE,,6.85,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,NO3,FALSE,,6.3,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,NO2,FALSE,,6.22,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,Filtration,FALSE,,6.16,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,Absorbance scan,FALSE,,4.76,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,Alk,FALSE,,4.31,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,DOC,FALSE,,4.19,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,Part C/N,FALSE,,18.19,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,Cations,FALSE,,16.07,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,Part P,FALSE,,13.84,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-07,Lake Water,Anions,FALSE,,19.28,239 LA CB 25m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,Anions,FALSE,,19.28,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,Part P,FALSE,,13.84,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,Cations,FALSE,,16.07,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,Part C/N,FALSE,,18.19,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,DOC,FALSE,,4.19,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,Alk,FALSE,,4.31,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,Absorbance scan,FALSE,,4.76,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,Filtration,FALSE,,6.16,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,NO2,FALSE,,6.22,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,NO3,FALSE,,6.3,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,NH3,FALSE,,6.85,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,TDN,FALSE,,8.94,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,DIC,FALSE,,9.46,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,Chla,FALSE,,11.44,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,TDP,FALSE,,8.54,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,SRSi,FALSE,,8.09,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-08,Lake Water,pH,FALSE,,7.24,239 LA CB 30m,,01-16-2023,LTER
2023011502,2023011502-09,Lake Water,Zooplankton taxonomy,FALSE,,268.8,239 LA CB PE,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,Anions,FALSE,,19.28,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,Part C/N,FALSE,,18.19,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,Cations,FALSE,,16.07,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,Part P,FALSE,,13.84,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,pH,FALSE,,7.24,239 LA CB 10m,,01-16-2023,LTER
2023011502,2023011502-11,Lake Water,SRSi,FALSE,,8.09,239 LA CB 10m,,01-16-2023,LTER
